"Order",	"Dataset",	"Variable",	"Label",	"Data Type",	"Length",	"Significant Digits",	"Format",	"Mandatory",	"Codelist",	"Origin",	"Pages",	"Method",	"Predecessor",	"Role",	"Comment"
"", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
